__metadata,ID,ROW_ID,COMPANY_CODE,SALES_ORGANIZATION,SIM_ROUND,SIM_PERIOD,MATERIAL_DESCRIPTION,DISTRIBUTION_CHANNEL,AREA,QUANTITY,UNIT,AVERAGE_PRICE,NET_VALUE,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~81')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~81')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~81,81,JJ,Market,01,4,1kg Raisin Muesli,12,North,2302,ST,9.00,20718.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~82')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~82')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~82,82,JJ,Market,01,4,1kg Raisin Muesli,12,South,4349,ST,7.84,36221.16,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~83')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~83')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~83,83,JJ,Market,01,4,1kg Raisin Muesli,12,West,2856,ST,9.00,25704.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~84')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~84')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~84,84,JJ,Market,01,4,1kg Strawberry Muesli,12,North,4725,ST,9.00,42525.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~85')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~85')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~85,85,JJ,Market,01,4,1kg Strawberry Muesli,12,South,2587,ST,9.00,23283.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~86')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~86')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~86,86,JJ,Market,01,4,1kg Strawberry Muesli,12,West,3416,ST,9.00,30744.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~87')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~87')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~87,87,JJ,Market,01,4,500g Blueberry Muesli,12,North,129,ST,4.33,558.57,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~88')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~88')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~88,88,JJ,Market,01,4,500g Blueberry Muesli,12,West,1616,ST,7.00,11312.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~89')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~89')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~89,89,JJ,Market,01,4,500g Mixed Fruit Muesli,12,North,7502,ST,4.13,30983.26,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~90')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~90')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~90,90,JJ,Market,01,4,500g Mixed Fruit Muesli,12,South,6401,ST,5.08,30264.71,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~91')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~91')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~91,91,JJ,Market,01,4,500g Mixed Fruit Muesli,12,West,6599,ST,4.13,27253.87,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~92')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~92')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~92,92,JJ,Market,01,4,500g Nut Muesli,12,North,17506,ST,4.34,72942.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~93')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~93')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~93,93,JJ,Market,01,4,500g Nut Muesli,12,West,1310,ST,7.00,9170.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~94')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~94')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~94,94,JJ,Market,01,4,500g Original Muesli,12,West,2500,ST,3.77,9425.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~95')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~95')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~95,95,JJ,Market,01,4,500g Raisin Muesli,12,North,25821,ST,3.79,97861.59,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~96')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~96')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~96,96,JJ,Market,01,4,500g Raisin Muesli,12,South,22354,ST,3.79,84721.66,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~97')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~97')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~97,97,JJ,Market,01,4,500g Raisin Muesli,12,West,32311,ST,3.79,122458.69,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~98')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~98')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~98,98,JJ,Market,01,4,500g Blueberry Muesli,14,South,3611,ST,6.30,24919.67,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~99')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~99')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~99,99,JJ,Market,01,4,500g Blueberry Muesli,14,West,5813,ST,7.00,40691.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~100')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~100')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~100,100,JJ,Market,01,4,500g Mixed Fruit Muesli,14,North,10832,ST,4.13,44736.16,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~101')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~101')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~101,101,JJ,Market,01,4,500g Mixed Fruit Muesli,14,West,2947,ST,7.00,20629.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~102')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~102')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~102,102,JJ,Market,01,4,500g Nut Muesli,14,North,2304,ST,7.00,16128.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~103')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~103')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~103,103,JJ,Market,01,4,500g Nut Muesli,14,South,989,ST,7.00,6923.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~104')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~104')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~104,104,JJ,Market,01,4,500g Nut Muesli,14,West,5965,ST,7.00,41755.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~105')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~105')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~105,105,JJ,Market,01,4,500g Original Muesli,14,North,2501,ST,3.77,9428.77,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~106')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~106')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~106,106,JJ,Market,01,4,500g Original Muesli,14,West,1277,ST,7.00,8939.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~107')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~107')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~107,107,JJ,Market,01,4,500g Raisin Muesli,14,North,3370,ST,5.39,16749.49,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~108')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~108')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~108,108,JJ,Market,01,4,500g Raisin Muesli,14,South,9651,ST,4.32,36869.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~109')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~109')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~109,109,JJ,Market,01,4,500g Raisin Muesli,14,West,3769,ST,3.79,14284.51,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~110')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~110')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~110,110,JJ,Market,01,4,500g Strawberry Muesli,14,North,422,ST,4.23,1785.06,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~111')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~111')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~111,111,JJ,Market,02,5,1kg Raisin Muesli,10,North,699,ST,10.00,6990.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~112')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~112')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~112,112,JJ,Market,02,5,1kg Raisin Muesli,10,South,6565,ST,4.38,28754.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~113')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~113')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~113,113,JJ,Market,02,5,1kg Nut Muesli,12,West,8,ST,7.00,56.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~114')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~114')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~114,114,JJ,Market,02,5,1kg Raisin Muesli,12,South,1401,ST,9.00,12609.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~115')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~115')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~115,115,JJ,Market,02,5,1kg Raisin Muesli,12,West,1435,ST,5.90,8466.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~116')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~116')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~116,116,JJ,Market,02,5,1kg Strawberry Muesli,12,South,2138,ST,9.00,19242.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~117')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~117')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~117,117,JJ,Market,02,5,1kg Strawberry Muesli,12,West,309,ST,9.00,2781.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~118')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~118')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~118,118,JJ,Market,02,5,500g Blueberry Muesli,12,North,11427,ST,4.50,51421.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~119')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~119')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~119,119,JJ,Market,02,5,500g Blueberry Muesli,12,South,13022,ST,5.92,73396.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~120')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~120')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~120,120,JJ,Market,02,5,500g Blueberry Muesli,12,West,13739,ST,5.57,72943.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~121')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~121')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~121,121,JJ,Market,02,5,500g Nut Muesli,12,North,24839,ST,4.79,117352.08,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~122')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~122')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~122,122,JJ,Market,02,5,500g Nut Muesli,12,South,13326,ST,4.50,59967.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~123')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~123')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~123,123,JJ,Market,02,5,500g Nut Muesli,12,West,12380,ST,5.12,61970.99,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~124')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~124')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~124,124,JJ,Market,02,5,500g Original Muesli,12,North,2071,ST,4.49,9298.79,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~125')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~125')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~125,125,JJ,Market,02,5,500g Original Muesli,12,South,5360,ST,4.08,21868.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~126')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~126')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~126,126,JJ,Market,02,5,500g Raisin Muesli,12,West,2444,ST,4.50,10998.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~127')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~127')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~127,127,JJ,Market,02,5,500g Strawberry Muesli,12,North,1298,ST,7.00,9086.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~128')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~128')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~128,128,JJ,Market,02,5,500g Strawberry Muesli,12,South,1446,ST,7.00,10122.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~129')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~129')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~129,129,JJ,Market,02,5,500g Strawberry Muesli,12,West,9262,ST,7.00,64834.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~130')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~130')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~130,130,JJ,Market,02,5,500g Blueberry Muesli,14,North,2897,ST,6.00,16781.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~131')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~131')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~131,131,JJ,Market,02,5,500g Blueberry Muesli,14,South,4908,ST,5.50,25668.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~132')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~132')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~132,132,JJ,Market,02,5,500g Blueberry Muesli,14,West,6455,ST,6.20,39397.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~133')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~133')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~133,133,JJ,Market,02,5,500g Nut Muesli,14,North,4624,ST,5.30,22591.30,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~134')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~134')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~134,134,JJ,Market,02,5,500g Nut Muesli,14,South,11468,ST,4.41,48488.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~135')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~135')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~135,135,JJ,Market,02,5,500g Nut Muesli,14,West,7821,ST,4.17,32345.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~136')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~136')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~136,136,JJ,Market,02,5,500g Original Muesli,14,North,3929,ST,3.77,14812.33,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~137')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~137')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~137,137,JJ,Market,02,5,500g Original Muesli,14,South,2281,ST,3.77,8599.37,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~138')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~138')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~138,138,JJ,Market,02,5,500g Raisin Muesli,14,North,1556,ST,5.00,7780.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~139')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~139')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~139,139,JJ,Market,02,5,500g Raisin Muesli,14,South,2073,ST,5.93,14453.22,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~140')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~140')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~140,140,JJ,Market,02,5,500g Strawberry Muesli,14,North,2447,ST,7.00,17129.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~141')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~141')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~141,141,JJ,Market,02,5,500g Strawberry Muesli,14,South,2513,ST,7.00,17591.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~142')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~142')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~142,142,JJ,Market,02,5,500g Strawberry Muesli,14,West,7896,ST,7.00,55272.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~143')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~143')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~143,143,JJ,Market,02,6,1kg Blueberry Muesli,10,North,5741,ST,5.26,30197.66,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~144')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~144')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~144,144,JJ,Market,02,6,1kg Blueberry Muesli,10,South,13512,ST,5.93,75969.54,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~145')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~145')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~145,145,JJ,Market,02,6,1kg Blueberry Muesli,10,West,5814,ST,5.26,30581.64,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~146')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~146')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~146,146,JJ,Market,02,6,1kg Nut Muesli,10,North,1085,ST,10.00,10850.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~147')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~147')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~147,147,JJ,Market,02,6,1kg Nut Muesli,10,South,909,ST,10.00,9090.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~148')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~148')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~148,148,JJ,Market,02,6,1kg Blueberry Muesli,12,North,6505,ST,9.00,58545.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~149')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~149')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~149,149,JJ,Market,02,6,1kg Blueberry Muesli,12,South,13193,ST,8.04,105192.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~150')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~150')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~150,150,JJ,Market,02,6,1kg Blueberry Muesli,12,West,12778,ST,8.59,108283.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~151')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~151')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~151,151,JJ,Market,02,6,1kg Nut Muesli,12,North,5582,ST,9.00,50238.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~152')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~152')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~152,152,JJ,Market,02,6,1kg Nut Muesli,12,South,5758,ST,9.00,51822.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~153')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~153')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~153,153,JJ,Market,02,6,1kg Nut Muesli,12,West,2471,ST,9.00,22239.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~154')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~154')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~154,154,JJ,Market,02,6,1kg Raisin Muesli,12,North,2421,ST,9.00,21789.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~155')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~155')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~155,155,JJ,Market,02,6,1kg Strawberry Muesli,12,North,7137,ST,9.00,64233.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~156')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~156')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~156,156,JJ,Market,02,6,1kg Strawberry Muesli,12,South,1000,ST,9.00,9000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~157')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~157')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~157,157,JJ,Market,02,6,500g Blueberry Muesli,12,North,5211,ST,6.37,34492.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~158')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~158')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~158,158,JJ,Market,02,6,500g Blueberry Muesli,12,South,12044,ST,5.16,61915.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~159')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~159')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~159,159,JJ,Market,02,6,500g Blueberry Muesli,12,West,11737,ST,6.10,70474.39,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~160')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~160')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~160,160,JJ,Market,02,6,500g Mixed Fruit Muesli,12,North,7786,ST,5.44,41135.92,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~161')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Market('.1~161')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Market'}",.1~161,161,JJ,Market,02,6,500g Mixed Fruit Muesli,12,South,8406,ST,5.44,44225.84,EUR
