__metadata,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,GL_ACCOUNT_NUMBER,GL_ACCOUNT_NAME,FS_LEVEL_1,FS_LEVEL_2,FS_LEVEL_3,FS_LEVEL_4,DEBIT_CREDIT_INDICATOR,AMOUNT,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~191')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~191')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~191,191,JJ,02,12,02/12,7,32,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,102617.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~200')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~200')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~200,200,JJ,02,13,02/13,7,33,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-7620.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~464')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~464')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~464,464,JJ,03,14,03/14,11,54,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,52832.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~463')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~463')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~463,463,JJ,03,14,03/14,11,54,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-22320.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~201')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~201')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~201,201,JJ,02,13,02/13,7,33,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,92307.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~210')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~210')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~210,210,JJ,02,14,02/14,7,34,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-94588.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~211')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~211')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~211,211,JJ,02,14,02/14,7,34,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,52460.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~452')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~452')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~452,452,JJ,03,13,03/13,11,53,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,20858.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~451')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~451')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~451,451,JJ,03,13,03/13,11,53,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-101521.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~331')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~331')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~331,331,JJ,03,03,03/03,9,43,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,234852.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~223')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~223')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~223,223,JJ,02,15,02/15,7,35,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-17330.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~224')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~224')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~224,224,JJ,02,15,02/15,7,35,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,264181.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~442')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~442')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~442,442,JJ,03,12,03/12,11,52,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,33186.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~441')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~441')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~441,441,JJ,03,12,03/12,11,52,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-11191.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~330')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~330')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~330,330,JJ,03,03,03/03,9,43,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-8840.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~71')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~71')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~71,71,JJ,02,02,02/02,5,22,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,108000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~533')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~533')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~533,533,JJ,03,19,03/19,12,59,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,136917.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~532')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~532')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~532,532,JJ,03,19,03/19,12,59,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-94298.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~80')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~80')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~80,80,JJ,02,03,02/03,5,23,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,55859.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~356')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~356')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~356,356,JJ,03,05,03/05,9,45,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-116180.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~88')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~88')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~88,88,JJ,02,04,02/04,5,24,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,119102.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~521')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~521')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~521,521,JJ,03,18,03/18,12,58,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,239424.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~520')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~520')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~520,520,JJ,03,18,03/18,12,58,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-225153.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~99')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~99')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~99,99,JJ,02,05,02/05,5,25,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,80394.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~375')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~375')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~375,375,JJ,03,06,03/06,10,46,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-83300.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~509')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~509')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~509,509,JJ,03,17,03/17,12,57,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,95575.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~508')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~508')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~508,508,JJ,03,17,03/17,12,57,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-104802.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~121')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~121')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~121,121,JJ,02,06,02/06,6,26,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,74405.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~376')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~376')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~376,376,JJ,03,06,03/06,10,46,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,135829.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~130')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~130')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~130,130,JJ,02,07,02/07,6,27,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,82504.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~499')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~499')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~499,499,JJ,03,16,03/16,12,56,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,168434.60,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~498')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~498')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~498,498,JJ,03,16,03/16,12,56,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-177898.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~142')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~142')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~142,142,JJ,02,08,02/08,6,28,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-7780.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~143')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~143')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~143,143,JJ,02,08,02/08,6,28,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,125366.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~343')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~343')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~343,343,JJ,03,04,03/04,9,44,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,139974.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~151')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~151')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~151,151,JJ,02,09,02/09,6,29,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,71988.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~342')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~342')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~342,342,JJ,03,04,03/04,9,44,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-72234.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~387')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~387')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~387,387,JJ,03,07,03/07,10,47,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-160974.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~265')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~265')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~265,265,JJ,02,18,02/18,8,38,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-72220.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~266')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~266')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~266,266,JJ,02,18,02/18,8,38,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,192764.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~421')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~421')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~421,421,JJ,03,10,03/10,10,50,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,32556.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~420')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~420')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~420,420,JJ,03,10,03/10,10,50,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-21082.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~388')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~388')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~388,388,JJ,03,07,03/07,10,47,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,185353.90,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~275')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~275')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~275,275,JJ,02,19,02/19,8,39,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-27730.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~276')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~276')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~276,276,JJ,02,19,02/19,8,39,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,33640.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~412')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~412')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~412,412,JJ,03,09,03/09,10,49,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,165623.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~411')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~411')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~411,411,JJ,03,09,03/09,10,49,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-118336.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~288')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~288')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~288,288,JJ,02,20,02/20,8,40,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-84389.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~289')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~289')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~289,289,JJ,02,20,02/20,8,40,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,50284.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~310')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~310')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~310,310,JJ,03,01,03/01,9,41,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-40618.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~400')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~400')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~400,400,JJ,03,08,03/08,10,48,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,154128.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~399')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~399')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~399,399,JJ,03,08,03/08,10,48,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-114354.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~311')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~311')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~311,311,JJ,03,01,03/01,9,41,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,23471.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~321')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~321')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~321,321,JJ,03,02,03/02,9,42,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,139351.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~320')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~320')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~320,320,JJ,03,02,03/02,9,42,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-13630.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~245')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~245')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~245,245,JJ,02,16,02/16,8,36,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-69319.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~246')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~246')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~246,246,JJ,02,16,02/16,8,36,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,229551.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~256')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~256')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~256,256,JJ,02,17,02/17,8,37,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Debit,218578.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~437')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~437')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~437,437,JJ,03,11,03/11,11,51,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-104217.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~255')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~255')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~255,255,JJ,02,17,02/17,8,37,140000,Customers - Domestic Receivables,Balance Sheet,Assets,Current Assets,,Credit,-68954.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~534')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~534')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~534,534,JJ,03,19,03/19,12,59,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-59412.50,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~347')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~347')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~347,347,JJ,03,04,03/04,9,44,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Debit,35200.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~131')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~131')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~131,131,JJ,02,07,02/07,6,27,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-29694.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~292')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~292')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~292,292,JJ,02,20,02/20,8,40,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-32520.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~81')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~81')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~81,81,JJ,02,03,02/03,5,23,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-29622.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~522')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~522')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~522,522,JJ,03,18,03/18,12,58,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-45369.55,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~23')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~23')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~23,23,JJ,01,06,01/06,2,6,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Debit,681960.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~401')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~401')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~401,401,JJ,03,08,03/08,10,48,300000,Raw materials,Balance Sheet,Assets,Current Assets,,Credit,-49612.22,EUR
