__metadata,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,BANK_CASH_ACCOUNT,ACCOUNTS_RECEIVABLE,BANK_LOAN,ACCOUNTS_PAYABLE,PROFIT,SETUP_TIME_INVESTMENT,DEBT_LOADING,CREDIT_RATING,COMPANY_RISK_RATE_PCT,MARKET_RISK_RATE_PCT,COMPANY_VALUATION,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~63')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~63')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~63,63,JJ,04,03,04/03,13,63,54035.75,1534828.00,-5800000.00,-684682.00,763339.18,560000.00,-4895818.25,A+,4.75,7.00,38138656.29,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~64')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~64')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~64,64,JJ,04,04,04/04,13,64,100827.15,1611898.70,-5800000.00,-649482.00,870535.66,560000.00,-4736756.15,A+,4.75,7.00,40889435.96,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~65')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~65')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~65,65,JJ,04,05,04/05,13,65,-5423.87,1921047.80,-5800000.00,-649482.00,914653.69,560000.00,-4533858.07,A+,4.75,7.00,41573405.64,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~66')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~66')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~66,66,JJ,04,06,04/06,14,66,48789.53,1865334.40,-5800000.00,-649482.00,909481.03,560000.00,-4535358.07,A+,4.75,7.00,40711211.76,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~67')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~67')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~67,67,JJ,04,07,04/07,14,67,106213.63,2134196.90,-5800000.00,-810336.00,1124397.20,560000.00,-4369925.47,A+,4.75,7.00,46584354.14,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~68')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~68')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~68,68,JJ,04,08,04/08,14,68,79923.63,2087723.60,-5700000.00,-857136.00,1142489.43,560000.00,-4389488.77,A+,4.75,7.00,46372648.71,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~69')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~69')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~69,69,JJ,04,09,04/09,14,69,31782.13,1835865.10,-5400000.00,-857136.00,1145356.13,560000.00,-4389488.77,A+,4.75,7.00,45716370.18,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~70')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~70')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~70,70,JJ,04,10,04/10,14,70,-17704.14,1783384.80,-5400000.00,-857136.00,993496.32,560000.00,-4491455.34,A+,4.75,7.00,40564026.36,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~71')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~71')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~71,71,JJ,04,11,04/11,15,71,32769.70,1937549.10,-5417704.14,-857136.00,1143066.68,560000.00,-4304521.34,A+,4.75,7.00,44228469.07,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~72')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~72')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~72,72,JJ,04,12,04/12,15,72,-20813.30,1916837.60,-5417704.14,-762074.00,1160943.49,560000.00,-4283753.84,A+,4.75,7.00,44055134.47,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~73')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~73')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~73,73,JJ,04,13,04/13,15,73,-14379.10,2004712.20,-5438517.44,-786874.00,1250878.05,560000.00,-4235058.34,A+,4.75,7.00,45902737.63,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~74')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~74')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~74,74,JJ,04,14,04/14,15,74,-127776.00,2084693.70,-5452896.54,-873018.00,1404420.40,560000.00,-4368996.84,A+,4.75,7.00,49456112.25,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~75')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~75')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~75,75,JJ,04,15,04/15,15,75,12732.92,2126444.20,-5589115.96,-873018.00,1347235.97,560000.00,-4322956.84,A+,4.75,7.00,47175788.12,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~76')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~76')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~76,76,JJ,04,16,04/16,16,76,101998.76,2085372.40,-5500000.00,-873018.00,1440404.07,560000.00,-4185646.84,A+,4.75,7.00,48996301.99,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~77')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~77')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~77,77,JJ,04,17,04/17,16,77,94272.56,2033470.50,-5300000.00,-873018.00,1539764.31,560000.00,-4045274.94,A+,4.75,7.00,50933786.62,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~78')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Company_Valuation('.1~78')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Company_Valuation'}",.1~78,78,JJ,04,18,04/18,16,78,45.46,1954665.10,-5000000.00,-873018.00,1626729.58,560000.00,-3918307.44,AA-,4.25,7.00,54830210.74,EUR
