__metadata,ID,ROW_ID,COMPANY_CODE,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,GL_ACCOUNT_NUMBER,GL_ACCOUNT_NAME,FS_LEVEL_1,FS_LEVEL_2,FS_LEVEL_3,FS_LEVEL_4,DEBIT_CREDIT_INDICATOR,AMOUNT,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~55')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~55')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~55,55,CC,01,10,01/10,2,10,477008,Advertising South-03,Income Statement,"Sales, General, and Administrative Expenses",Marketing Expenses,Product 03,Debit,500.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~28')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~28')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~28,28,CC,01,05,01/05,1,5,477020,Advertising South-11,Income Statement,"Sales, General, and Administrative Expenses",Marketing Expenses,Product 11,Debit,500.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~56')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~56')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~56,56,CC,01,10,01/10,2,10,477020,Advertising South-11,Income Statement,"Sales, General, and Administrative Expenses",Marketing Expenses,Product 11,Debit,750.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~58')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~58')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~58,58,CC,01,10,01/10,2,10,477026,Advertising South-13,Income Statement,"Sales, General, and Administrative Expenses",Marketing Expenses,Product 13,Debit,500.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~57')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~57')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~57,57,CC,01,10,01/10,2,10,477023,Advertising South-12,Income Statement,"Sales, General, and Administrative Expenses",Marketing Expenses,Product 12,Debit,1250.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~31')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~31')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~31,31,CC,01,05,01/05,1,5,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~61')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~61')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~61,61,CC,01,10,01/10,2,10,520000,"Sales, General and Administrative Expenses",Income Statement,"Sales, General, and Administrative Expenses",SG&A,,Debit,20000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~27')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~27')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~27,27,CC,01,05,01/05,1,5,477002,Advertising South-01,Income Statement,"Sales, General, and Administrative Expenses",Marketing Expenses,Product 01,Debit,500.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~53')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~53')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~53,53,CC,01,10,01/10,2,10,477002,Advertising South-01,Income Statement,"Sales, General, and Administrative Expenses",Marketing Expenses,Product 01,Debit,750.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~49')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~49')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~49,49,CC,01,10,01/10,2,10,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-42500.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~23')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~23')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~23,23,CC,01,05,01/05,1,5,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-38500.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~6')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~6')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~6,6,CC,01,01,01/01,1,1,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Debit,20000000.00,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~5')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Financial_Postings('.1~5')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Financial_Postings'}",.1~5,5,CC,01,01,01/01,1,1,113300,Bank Cash Account,Balance Sheet,Assets,Current Assets,,Credit,-18726356.00,EUR
