__metadata,ID,ROW_ID,SALES_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,SALES_ORDER_NUMBER,LINE_ITEM,STORAGE_LOCATION,AREA,DISTRIBUTION_CHANNEL,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,QUANTITY,QUANTITY_DELIVERED,UNIT,NET_PRICE,NET_VALUE,COST,CURRENCY
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~69')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~69')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~69,69,CC,01,08,01/08,2,8,53,4,02,South,12,CC-F12,1kg Blueberry Muesli,1908,1908,ST,5.26,10036.08,4331.16,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~70')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~70')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~70,70,CC,01,08,01/08,2,8,57,4,02,North,12,CC-F13,1kg Strawberry Muesli,1776,1776,ST,5.27,9359.52,4049.28,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~71')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~71')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~71,71,CC,01,08,01/08,2,8,57,3,02,North,12,CC-F14,1kg Raisin Muesli,2120,2120,ST,4.38,9285.60,2946.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~72')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~72')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~72,72,CC,01,08,01/08,2,8,55,3,02,South,12,CC-F14,1kg Raisin Muesli,2285,2285,ST,4.38,10008.30,3176.15,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~73')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~73')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~73,73,CC,01,10,01/10,2,10,70,2,02,South,12,CC-F12,1kg Blueberry Muesli,1843,1843,ST,5.26,9694.18,4183.61,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~74')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~74')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~74,74,CC,01,10,01/10,2,10,70,1,02,South,12,CC-F13,1kg Strawberry Muesli,1798,1798,ST,5.27,9475.46,4099.44,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~75')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~75')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~75,75,CC,01,10,01/10,2,10,70,3,02,South,12,CC-F13,1kg Strawberry Muesli,1753,1753,ST,5.27,9238.31,3996.84,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~76')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~76')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~76,76,CC,01,10,01/10,2,10,70,4,02,South,12,CC-F13,1kg Strawberry Muesli,1798,1798,ST,5.27,9475.46,4099.44,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~77')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~77')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~77,77,CC,01,11,01/11,3,11,79,2,02,North,12,CC-F01,500g Nut Muesli,2787,2787,ST,3.90,10869.30,2508.30,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~78')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~78')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~78,78,CC,01,11,01/11,3,11,79,1,02,North,12,CC-F01,500g Nut Muesli,2928,2928,ST,3.90,11419.20,2635.20,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~79')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~79')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~79,79,CC,01,11,01/11,3,11,79,3,02,North,12,CC-F13,1kg Strawberry Muesli,1808,1808,ST,5.27,9528.16,4122.24,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~80')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~80')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~80,80,CC,01,11,01/11,3,11,79,4,02,North,12,CC-F13,1kg Strawberry Muesli,2167,2167,ST,5.27,11420.09,4940.76,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~81')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~81')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~81,81,CC,01,12,01/12,3,12,87,1,02,West,12,CC-F03,500g Strawberry Muesli,2635,2635,ST,4.23,11146.05,3241.05,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~82')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~82')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~82,82,CC,01,12,01/12,3,12,87,2,02,West,12,CC-F03,500g Strawberry Muesli,2670,2670,ST,4.23,11294.10,3284.10,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~83')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~83')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~83,83,CC,01,12,01/12,3,12,87,4,02,West,12,CC-F03,500g Strawberry Muesli,2354,2354,ST,4.23,9957.42,2895.42,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~84')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~84')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~84,84,CC,01,12,01/12,3,12,87,3,02,West,12,CC-F13,1kg Strawberry Muesli,2168,2168,ST,5.27,11425.36,4943.04,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~85')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~85')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~85,85,CC,01,13,01/13,3,13,97,3,02,West,12,CC-F01,500g Nut Muesli,3073,3073,ST,3.90,11984.70,2765.70,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~86')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~86')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~86,86,CC,01,13,01/13,3,13,97,1,02,West,12,CC-F03,500g Strawberry Muesli,2671,2671,ST,4.23,11298.33,3285.33,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~87')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~87')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~87,87,CC,01,13,01/13,3,13,97,2,02,West,12,CC-F12,1kg Blueberry Muesli,1148,1148,ST,5.26,6038.48,2605.96,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~88')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~88')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~88,88,CC,01,13,01/13,3,13,97,4,02,West,12,CC-F14,1kg Raisin Muesli,1826,1826,ST,4.38,7997.88,2538.14,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~89')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~89')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~89,89,CC,01,14,01/14,3,14,105,1,02,West,12,CC-F02,500g Blueberry Muesli,2445,2445,ST,4.23,10342.35,3007.35,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~90')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~90')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~90,90,CC,01,14,01/14,3,14,105,3,02,West,12,CC-F03,500g Strawberry Muesli,2653,2653,ST,4.23,11222.19,3263.19,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~91')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~91')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~91,91,CC,01,14,01/14,3,14,110,1,02,West,12,CC-F03,500g Strawberry Muesli,2284,2284,ST,4.23,9661.32,2809.32,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~92')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~92')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~92,92,CC,01,14,01/14,3,14,105,2,02,West,12,CC-F13,1kg Strawberry Muesli,342,342,ST,5.27,1802.34,779.76,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~93')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~93')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~93,93,CC,01,15,01/15,3,15,117,1,02,South,12,CC-F02,500g Blueberry Muesli,2330,2330,ST,4.23,9855.90,2865.90,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~94')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~94')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~94,94,CC,01,15,01/15,3,15,122,2,02,South,12,CC-F02,500g Blueberry Muesli,1560,1560,ST,4.23,6598.80,1918.80,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~95')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~95')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~95,95,CC,01,15,01/15,3,15,117,4,02,South,12,CC-F02,500g Blueberry Muesli,2769,2769,ST,4.23,11712.87,3405.87,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~96')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~96')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~96,96,CC,01,15,01/15,3,15,117,2,02,South,12,CC-F03,500g Strawberry Muesli,2545,2545,ST,4.23,10765.35,3130.35,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~97')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~97')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~97,97,CC,01,15,01/15,3,15,117,3,02,South,12,CC-F03,500g Strawberry Muesli,2169,2169,ST,4.23,9174.87,2667.87,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~98')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~98')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~98,98,CC,01,15,01/15,3,15,122,1,02,South,12,CC-F03,500g Strawberry Muesli,2377,2377,ST,4.23,10054.71,2923.71,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~99')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~99')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~99,99,CC,01,15,01/15,3,15,122,3,02,South,12,CC-F04,500g Raisin Muesli,2756,2756,ST,3.79,10445.24,2177.24,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~100')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~100')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~100,100,CC,01,16,01/16,4,16,123,1,02,South,12,CC-F01,500g Nut Muesli,3076,3076,ST,3.90,11996.40,2768.40,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~101')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~101')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~101,101,CC,01,16,01/16,4,16,127,1,02,South,12,CC-F04,500g Raisin Muesli,3135,3135,ST,3.79,11881.65,2476.65,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~102')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~102')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~102,102,CC,01,17,01/17,4,17,131,2,02,West,12,CC-F04,500g Raisin Muesli,2722,2722,ST,3.79,10316.38,2150.38,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~103')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~103')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~103,103,CC,01,17,01/17,4,17,131,1,02,West,12,CC-F04,500g Raisin Muesli,2967,2967,ST,3.79,11244.93,2343.93,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~104')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~104')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~104,104,CC,01,18,01/18,4,18,142,1,02,North,12,CC-F04,500g Raisin Muesli,1931,1931,ST,3.79,7318.49,1525.49,EUR
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~105')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Sales('.1~105')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Sales'}",.1~105,105,CC,01,19,01/19,4,19,146,1,02,North,12,CC-F01,500g Nut Muesli,196,196,ST,3.90,764.40,176.40,EUR
